age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
19,Female,Employed,Edo,327740,230483,33,Yes,114502,193256,126398,0,3,No,0,N/A,0,1924,6617,0
32,Male,Employed,Katsina,594484,350066,58,No,294428,391614,111923,0,1,No,0,N/A,0,3661,7050,0
25,Female,Employed,Rivers,80000,42592,37,Yes,179485,35954,9285,0,0,No,0,N/A,0,3833,4752,0
39,Male,Self-employed,Bauchi,350891,238866,26,No,139184,127007,123620,0,1,Yes,1284193,On-time,1,5257,3113,1
29,Male,Self-employed,Kaduna,310896,295409,30,No,6322,165029,94353,2,2,Yes,1665899,On-time,4,7835,5471,1
23,Male,Unemployed,Anambra,25805,21030,49,No,22300,11023,6049,0,2,Yes,55362,On-time,0,4678,4374,0
42,Female,Employed,Borno,451809,386972,49,Yes,22903,232545,154750,0,5,Yes,826662,Late,2,5588,2888,1
18,Female,Employed,Edo,244673,259354,55,Yes,0,76960,72209,2,1,Yes,497032,Late,3,5682,6745,1
46,Male,Unemployed,Imo,95283,81503,46,No,42169,41032,19290,0,1,No,0,N/A,0,500,4963,1
37,Male,Employed,Edo,381561,204995,32,Yes,329931,258039,43682,1,0,No,0,N/A,0,7561,8263,0
35,Male,Self-employed,Delta,274672,237467,25,No,69201,103306,63643,0,0,Yes,704463,Late,0,500,5406,0
18,Male,Employed,Lagos,412142,300762,52,Yes,118268,245509,177892,1,1,Yes,802100,Late,1,2769,12101,0
35,Male,Employed,Borno,472165,349735,21,Yes,143770,352264,177629,1,3,Yes,2071305,On-time,3,6882,1426,1
24,Female,Self-employed,Edo,179139,151778,27,No,69110,129430,34611,0,2,Yes,295925,On-time,0,3543,7483,0
40,Male,Self-employed,Imo,378013,290021,15,No,134710,267485,88202,3,0,Yes,1154161,Late,1,2872,5147,1
38,Female,Employed,Imo,322458,214184,28,Yes,170436,133473,60083,0,0,No,0,N/A,0,5227,7066,0
27,Female,Employed,Delta,407741,253645,22,Yes,229782,199553,102217,0,0,No,0,N/A,0,1792,4144,0
34,Male,Self-employed,Akwa Ibom,416081,238572,23,No,366407,299058,84325,0,0,Yes,2287314,On-time,0,3093,3513,1
31,Male,Self-employed,Imo,422885,270867,45,No,185851,315930,68400,1,2,No,0,N/A,0,4951,3398,0
33,Female,Unemployed,Osun,34306,26678,16,No,20455,24100,8383,0,1,No,0,N/A,0,2532,4527,0
33,Male,Employed,Edo,292522,239812,5,Yes,96114,122310,52113,0,0,Yes,1019071,Late,1,2880,5256,1
39,Male,Self-employed,Bauchi,152175,122789,24,No,56180,95701,58271,3,4,Yes,194529,Late,0,7343,7562,1
27,Female,Employed,Ogun,577496,302774,31,Yes,464333,313201,83384,2,2,No,0,N/A,0,3984,2053,0
42,Male,Employed,Katsina,538650,565437,28,Yes,0,379682,118402,0,2,Yes,2459576,Late,3,3014,8777,1
25,Male,Employed,Enugu,328603,191536,46,Yes,191903,135953,62649,0,1,No,0,N/A,0,4834,8420,0
30,Female,Self-employed,Imo,292539,183132,36,No,300766,172865,71271,1,0,Yes,563210,On-time,0,3090,3315,1
33,Male,Employed,Cross River,381194,239740,39,Yes,231094,153425,109756,0,0,No,0,N/A,0,5228,8139,0
18,Female,Self-employed,Oyo,279290,194122,20,No,127864,209117,109881,2,0,No,0,N/A,0,6839,7439,0
41,Female,Employed,Kaduna,266320,170797,41,Yes,205753,179103,92144,0,1,No,0,N/A,0,5144,5574,0
22,Male,Self-employed,Kano,78661,58553,41,No,51565,45588,32076,0,0,No,0,N/A,0,3323,12748,1
29,Female,Employed,Kwara,455283,231644,33,Yes,360845,284305,132104,0,1,Yes,715502,On-time,0,5677,6466,0
36,Male,Employed,Bauchi,327298,171971,35,Yes,184016,98623,74220,0,0,Yes,1175353,On-time,0,4960,4920,0
24,Male,Employed,Osun,601830,434618,53,Yes,191152,434344,234152,0,0,Yes,3108666,Late,3,2576,11598,1
28,Female,Employed,Akwa Ibom,503084,291775,24,Yes,261125,396310,118778,0,1,Yes,1212852,On-time,0,1573,4450,0
26,Female,Employed,Lagos,439224,234960,20,Yes,380298,286078,96710,0,2,No,0,N/A,0,2083,6725,0
35,Male,Employed,Edo,592183,328098,37,Yes,387865,256777,85662,0,1,No,0,N/A,0,3873,7581,0
24,Male,Employed,Akwa Ibom,231371,119231,29,Yes,192343,167658,44436,0,0,Yes,432814,On-time,0,2631,3904,0
34,Male,Self-employed,Oyo,188625,156752,34,No,50365,73628,75358,1,0,Yes,628287,On-time,0,3041,10567,0
38,Male,Self-employed,Osun,318358,191676,39,No,298510,100900,97194,0,1,Yes,1429628,On-time,0,2631,6267,0
25,Female,Employed,Kano,202565,149620,27,Yes,190996,93768,64749,0,1,No,0,N/A,0,6749,5705,0
19,Female,Self-employed,Anambra,50000,27489,33,Yes,190942,16082,8032,0,0,No,0,N/A,0,4965,7404,0
30,Male,Self-employed,Kwara,505112,342678,21,No,240734,354788,170643,0,0,No,0,N/A,0,6964,3366,0
36,Male,Employed,Akwa Ibom,212661,111408,52,Yes,150659,127287,66540,0,1,No,0,N/A,0,3650,6911,0
21,Female,Self-employed,Borno,304810,163686,9,No,161527,111030,86604,0,0,Yes,1060915,On-time,0,4761,500,0
26,Male,Self-employed,Osun,50000,26885,34,No,50365,38546,7885,0,0,No,0,N/A,0,2927,4862,0
39,Female,Employed,Edo,291867,215463,41,Yes,108881,105260,125858,0,2,Yes,431398,On-time,2,2305,6522,0
21,Male,Employed,Bauchi,295464,297776,30,Yes,0,216947,165095,0,2,No,0,N/A,0,2844,9055,0
38,Female,Employed,Imo,256862,218621,38,Yes,52137,194134,108482,0,2,No,0,N/A,0,605,2964,0
25,Female,Employed,Imo,215980,201654,44,Yes,7051,135946,76138,4,1,Yes,590773,Late,2,5614,500,1
28,Male,Employed,Edo,160923,144787,37,Yes,44974,66444,65680,0,1,No,0,N/A,0,5824,1401,0
26,Male,Employed,Plateau,413255,253765,11,Yes,314646,176381,117575,0,0,Yes,1185873,On-time,0,5684,4820,0
18,Female,Employed,Borno,247243,185287,40,Yes,242028,178932,84489,0,0,No,0,N/A,0,3971,722,1
30,Female,Employed,Katsina,540421,306880,47,Yes,372721,260605,63498,0,0,No,0,N/A,0,4863,2024,0
38,Female,Employed,Lagos,394558,278859,23,Yes,125520,262243,148037,0,1,Yes,900737,Late,0,8644,1337,1
40,Male,Employed,Kano,420323,377201,38,Yes,84667,255864,83564,0,1,Yes,2312050,Late,1,2431,500,1
24,Male,Employed,Katsina,352440,253639,56,Yes,272176,166465,79289,2,1,No,0,N/A,0,6760,3346,0
34,Male,Self-employed,Borno,417327,305919,29,Yes,155732,328518,137929,0,1,No,0,N/A,0,5017,6394,0
30,Male,Employed,Lagos,321524,301943,18,Yes,14161,120308,163215,2,2,Yes,894110,Late,2,4355,3574,1
22,Male,Self-employed,Plateau,349696,177580,30,No,362774,170039,85193,0,1,No,0,N/A,0,7020,693,0
26,Male,Employed,Katsina,529351,291812,26,Yes,336257,239246,68025,0,0,No,0,N/A,0,5176,6048,0
18,Male,Employed,Akwa Ibom,311959,228024,62,Yes,115772,153511,74737,0,1,No,0,N/A,0,3384,8626,0
37,Female,Self-employed,Kwara,105256,69957,45,No,148415,71756,28587,1,0,Yes,298084,On-time,1,4079,1942,0
46,Male,Employed,Cross River,464239,286070,25,Yes,200491,201384,162108,0,1,No,0,N/A,0,5545,500,0
24,Female,Employed,Lagos,475968,406904,36,Yes,85505,198913,219709,2,4,No,0,N/A,0,3687,4444,1
30,Male,Employed,Osun,300162,226451,40,Yes,102286,181002,95810,3,1,Yes,1002867,Late,2,4297,2842,1
24,Male,Employed,Oyo,243359,186281,28,Yes,103566,117865,92040,4,4,Yes,603852,Late,1,6077,3971,1
34,Female,Employed,Edo,80000,71596,50,Yes,52140,54898,33475,1,1,Yes,281107,On-time,1,5290,10516,0
37,Male,Self-employed,Lagos,50000,37290,40,No,46436,19858,15051,2,2,Yes,234081,On-time,1,3263,9110,0
21,Female,Employed,Cross River,478090,397761,29,Yes,101781,185256,235010,1,0,No,0,N/A,0,2088,1991,0
33,Female,Employed,Lagos,231515,172034,37,No,139673,168830,99105,0,0,Yes,250096,On-time,0,3781,6183,0
48,Female,Employed,Imo,417499,373370,42,Yes,50439,240412,90255,2,2,Yes,2316550,Late,1,6090,1289,0
40,Male,Employed,Lagos,596570,438615,25,Yes,177157,248925,141930,0,2,Yes,1101845,On-time,2,2096,11487,0
26,Male,Self-employed,Delta,458707,382995,68,No,108681,286797,173116,2,2,Yes,1107537,On-time,0,4185,10618,1
30,Female,Self-employed,Kaduna,577860,338949,37,No,386455,392464,142139,0,0,Yes,1184620,On-time,0,3901,7187,0
20,Male,Employed,Abuja,256318,140477,5,Yes,304340,96153,34764,0,0,No,0,N/A,0,3445,4512,0
26,Male,Unemployed,Cross River,139365,111873,22,No,72377,104029,48966,0,0,Yes,507129,Late,0,7108,2253,1
40,Female,Employed,Borno,675289,458864,51,Yes,409195,219061,208828,0,1,Yes,2390859,On-time,0,2419,4372,0
41,Female,Employed,Plateau,425391,216527,22,Yes,256733,170865,126962,0,0,No,0,N/A,0,4714,13837,0
30,Male,Unemployed,Katsina,150000,114473,52,No,81311,59331,40256,3,1,No,0,N/A,0,3858,3308,1
21,Female,Employed,Akwa Ibom,267032,190246,49,Yes,96772,155036,108772,1,0,Yes,705836,Late,3,6944,2141,1
20,Male,Employed,Kano,358094,202915,35,Yes,250162,270502,70552,0,1,No,0,N/A,0,5183,500,0
38,Male,Unemployed,Rivers,69488,63740,47,No,3544,53926,17386,3,3,Yes,287605,Late,1,3996,5328,1
22,Female,Employed,Akwa Ibom,80000,53542,31,Yes,153378,43157,13280,0,0,No,0,N/A,0,5326,6838,0
34,Male,Self-employed,Katsina,50000,42757,28,No,55329,17335,10946,2,0,Yes,143943,Late,1,734,4033,1
35,Female,Employed,Borno,298683,215360,47,Yes,268280,226550,43486,0,0,Yes,1005719,On-time,0,5908,7149,0
26,Male,Self-employed,Kaduna,639428,542133,27,No,122883,202517,242893,1,1,Yes,3819926,On-time,0,2776,6998,1
40,Male,Employed,Abuja,240058,160262,9,Yes,227394,80050,79528,0,1,No,0,N/A,0,4752,7215,0
43,Female,Self-employed,Lagos,683833,373277,25,No,333408,421251,102070,0,0,No,0,N/A,0,2226,7680,0
33,Male,Self-employed,Cross River,374764,212674,15,Yes,305710,156476,81812,0,1,No,0,N/A,0,2455,5959,0
35,Male,Employed,Kano,80000,76510,43,Yes,2188,32484,28884,4,2,Yes,345426,On-time,2,5913,5264,1
32,Male,Employed,Lagos,188294,101046,54,Yes,160336,77842,57018,0,2,No,0,N/A,0,8101,5302,0
46,Female,Employed,Katsina,355929,378861,44,Yes,0,160768,188092,4,4,Yes,901607,Late,4,6159,2835,1
29,Male,Employed,Imo,102679,85682,27,Yes,66391,39281,21779,0,2,Yes,285967,On-time,1,6466,7234,0
29,Female,Employed,Delta,469391,286572,31,Yes,217697,174470,126620,0,0,Yes,1442824,On-time,1,6998,5078,0
18,Female,Employed,Katsina,304013,223978,47,Yes,102014,239370,126707,3,1,Yes,1748955,On-time,0,5717,6973,1
33,Female,Self-employed,Delta,366820,183694,5,No,327511,214984,74147,1,1,No,0,N/A,0,2980,3579,1
40,Male,Unemployed,Osun,87501,77607,22,No,6982,61963,24404,1,3,Yes,301862,On-time,3,1487,6439,1
41,Male,Employed,Oyo,80000,44591,61,Yes,152128,38825,12611,0,2,Yes,200659,On-time,0,2760,967,0
33,Male,Employed,Cross River,553160,393917,27,Yes,323037,219682,208163,0,0,No,0,N/A,0,5184,7607,0
37,Male,Employed,Akwa Ibom,619593,363523,46,Yes,296671,352057,148691,0,2,Yes,3085016,On-time,0,4792,3949,0
32,Female,Self-employed,Cross River,180162,141194,20,Yes,43987,72038,65730,0,0,No,0,N/A,0,5248,5315,0
30,Female,Self-employed,Ogun,289854,254012,30,No,12350,150720,85067,2,5,No,0,N/A,0,3089,4859,1
37,Male,Employed,Ogun,80000,42099,25,Yes,212708,49111,19044,0,0,Yes,204521,On-time,0,3354,6949,0
44,Female,Self-employed,Edo,352447,251831,45,No,113514,195683,101673,1,3,Yes,1736145,On-time,0,7391,3433,1
23,Female,Self-employed,Bauchi,487553,321393,25,No,263672,263973,122096,0,0,Yes,2077995,On-time,0,3801,10675,0
18,Female,Employed,Oyo,663732,416024,39,Yes,386846,351156,228559,0,0,No,0,N/A,0,2475,5654,0
20,Female,Employed,Kano,323479,199409,40,Yes,274220,111469,54745,0,2,Yes,1384306,On-time,0,3405,3331,0
26,Female,Employed,Anambra,178358,186225,23,Yes,0,123675,55724,1,3,Yes,234129,Late,1,4656,6707,1
45,Male,Employed,Akwa Ibom,464217,326150,22,Yes,186402,225978,102598,2,1,Yes,2283213,Late,0,5426,500,0
30,Male,Employed,Bauchi,314442,228142,22,Yes,281910,112354,105730,1,0,No,0,N/A,0,500,1731,0
23,Male,Self-employed,Akwa Ibom,391032,374413,64,No,10174,201535,129174,1,2,Yes,2298091,On-time,2,1369,6687,1
37,Male,Self-employed,Ogun,299905,275334,54,No,11631,197459,67792,3,3,Yes,1657999,Late,0,3553,2077,1
29,Female,Self-employed,Osun,229874,135073,27,No,279588,122019,75643,0,0,No,0,N/A,0,5388,6087,0
38,Female,Unemployed,Bauchi,64038,60089,11,No,2602,26815,24289,4,3,No,0,N/A,0,500,2654,1
33,Male,Self-employed,Rivers,325311,267302,32,No,107208,246875,69020,0,2,No,0,N/A,0,2829,6532,0
20,Female,Employed,Enugu,282602,194116,28,Yes,219770,103548,77841,1,0,Yes,1450511,On-time,0,3530,4178,0
39,Female,Self-employed,Akwa Ibom,239004,238238,21,No,346,141370,134523,2,4,Yes,719355,Late,3,1549,2606,1
38,Female,Self-employed,Osun,260824,213502,35,No,79112,204339,109307,1,0,No,0,N/A,0,6722,858,1
32,Male,Self-employed,Anambra,378548,359860,24,No,7888,135324,86647,0,2,Yes,1142140,On-time,3,7736,6951,1
51,Male,Employed,Akwa Ibom,433830,255553,18,Yes,244953,295117,126888,0,0,Yes,565515,On-time,0,4140,5105,0
31,Male,Employed,Bauchi,527238,364406,24,Yes,343328,348851,215655,0,0,Yes,3084518,On-time,0,7169,3035,0
27,Male,Self-employed,Imo,492556,279875,30,No,271204,261636,81373,1,0,No,0,N/A,0,3791,1082,0
35,Female,Unemployed,Akwa Ibom,85691,75170,22,No,3657,43213,19916,3,2,Yes,251637,Late,0,3222,5600,1
28,Female,Employed,Lagos,218247,121664,49,Yes,278581,68907,50619,0,0,No,0,N/A,0,5287,4233,0
21,Male,Employed,Anambra,177496,126409,12,Yes,60690,136028,57966,0,1,No,0,N/A,0,6577,6512,1
29,Female,Self-employed,Borno,246970,213441,39,No,51178,105505,92244,0,2,Yes,413643,On-time,0,4167,500,0
28,Male,Unemployed,Lagos,106380,92815,49,No,5270,61046,26051,3,2,Yes,541586,On-time,2,8772,2161,1
36,Female,Employed,Anambra,173841,103872,38,Yes,211582,130650,31452,0,0,No,0,N/A,0,2972,6073,0
39,Female,Employed,Kaduna,369502,200134,51,Yes,222582,285696,84485,0,0,No,0,N/A,0,5601,500,0
18,Male,Employed,Rivers,268574,182548,23,Yes,115016,214182,60845,1,1,Yes,1205173,Late,0,4260,2570,1
22,Female,Employed,Borno,493635,275607,28,Yes,362166,259112,111309,0,0,No,0,N/A,0,6476,3290,1
42,Male,Employed,Bauchi,632515,517205,41,Yes,142492,408439,287193,2,1,Yes,2806377,On-time,2,5106,5655,1
25,Female,Employed,Abuja,360034,189822,19,Yes,199222,187878,92546,0,0,No,0,N/A,0,1815,3172,0
35,Male,Self-employed,Anambra,261364,186806,5,No,104245,144950,68066,0,1,Yes,1074033,On-time,3,3613,6440,1
35,Female,Employed,Kaduna,476486,271254,20,Yes,245909,381153,111778,0,0,Yes,2247990,On-time,0,5592,4366,0
37,Female,Unemployed,Osun,71103,56625,55,No,48827,31092,23527,1,1,Yes,312721,On-time,1,4407,4026,1
22,Male,Self-employed,Osun,577708,430083,26,No,165621,340067,213122,3,1,Yes,1838601,On-time,3,5146,8628,1
41,Female,Unemployed,Kano,39707,29486,49,No,48043,13197,8394,2,2,No,0,N/A,0,4289,8540,0
34,Male,Employed,Kwara,432582,254720,44,No,233529,247882,107482,0,0,Yes,532761,On-time,0,6226,500,0
18,Female,Employed,Oyo,273596,239792,28,Yes,80931,199792,134277,0,0,No,0,N/A,0,6030,4986,0
18,Male,Unemployed,Bauchi,76522,62623,24,No,35314,24071,29329,2,0,No,0,N/A,0,3068,5666,0
18,Female,Self-employed,Rivers,53720,36637,55,No,60719,23285,16968,0,0,No,0,N/A,0,5158,7032,0
36,Female,Self-employed,Kano,50000,36154,5,Yes,28274,20388,11152,0,2,Yes,175026,Late,0,4959,4036,0
56,Male,Employed,Rivers,400817,230673,53,Yes,295571,227943,116123,0,0,Yes,802102,On-time,1,7194,6802,0
39,Male,Unemployed,Akwa Ibom,46266,49325,7,No,0,33027,12294,0,1,Yes,271394,Late,4,5280,5915,1
26,Female,Self-employed,Cross River,428985,247985,37,No,267831,182284,137749,0,1,No,0,N/A,0,3239,5444,0
36,Female,Self-employed,Akwa Ibom,462868,362892,30,No,106933,214030,176664,0,2,Yes,1569145,On-time,0,5737,7579,0
40,Female,Employed,Lagos,480137,250407,61,Yes,283948,349775,133689,1,0,No,0,N/A,0,6774,5460,0
48,Female,Employed,Rivers,143751,90819,15,Yes,165896,45787,37941,0,0,No,0,N/A,0,4710,3011,0
24,Male,Self-employed,Delta,50000,30925,37,No,208791,27951,16115,0,0,Yes,195376,On-time,0,2457,4938,0
30,Male,Self-employed,Kaduna,308029,297649,5,Yes,3560,117496,169799,5,1,Yes,965295,Late,2,4423,500,1
25,Female,Employed,Ogun,564063,395846,49,Yes,206309,446590,213469,0,1,Yes,1685562,On-time,2,2524,563,1
18,Female,Unemployed,Akwa Ibom,79134,78262,52,No,407,51443,24667,5,0,Yes,87789,Late,4,2848,8777,1
34,Male,Employed,Cross River,356821,258372,30,Yes,159376,120884,106419,0,1,No,0,N/A,0,7494,4966,0
33,Female,Employed,Ogun,355606,235063,23,Yes,182863,116042,55494,0,0,Yes,1920523,On-time,0,3894,5624,0
34,Male,Employed,Kwara,573532,306894,48,Yes,318634,441511,139096,0,1,Yes,1583489,On-time,1,4176,8504,1
27,Male,Employed,Osun,308506,165410,29,Yes,290235,106579,39403,1,0,Yes,1845280,On-time,0,500,7621,0
42,Female,Employed,Enugu,384149,281825,33,Yes,295862,290662,161577,0,0,No,0,N/A,0,554,3747,0
28,Female,Employed,Abuja,368810,312692,62,Yes,89631,139787,144076,0,0,Yes,2166380,On-time,1,1322,6189,0
18,Male,Self-employed,Edo,442059,323316,43,No,167891,279391,113275,2,0,No,0,N/A,0,6096,2472,0
28,Female,Self-employed,Osun,328130,204018,21,No,273123,259726,77533,0,1,Yes,1922716,Late,0,4178,3410,0
25,Female,Employed,Katsina,551023,440316,36,Yes,142055,182631,241229,0,0,No,0,N/A,0,4011,4261,1
41,Female,Employed,Abuja,463893,335957,21,Yes,178183,361733,91260,2,1,No,0,N/A,0,7128,8570,0
36,Male,Employed,Osun,283832,179508,35,Yes,274264,166967,47162,0,1,No,0,N/A,0,3960,634,0
31,Female,Self-employed,Cross River,243069,185859,10,No,95263,138012,81575,0,1,Yes,889545,On-time,0,3036,6412,1
35,Female,Self-employed,Kwara,389064,219874,5,Yes,261459,123685,131699,0,0,No,0,N/A,0,6615,2575,0
20,Female,Employed,Kwara,290370,216252,20,Yes,124262,166942,46014,0,0,Yes,1574789,On-time,0,2895,500,0
38,Female,Employed,Kaduna,417855,312358,62,No,151210,211876,122055,1,2,Yes,1389583,On-time,0,5037,6612,0
25,Female,Employed,Lagos,359223,229764,25,Yes,229284,236192,75466,0,1,No,0,N/A,0,2781,4281,0
30,Female,Employed,Oyo,423413,288732,9,Yes,257222,331038,87721,1,0,No,0,N/A,0,5034,7409,0
18,Female,Employed,Oyo,386782,267286,18,Yes,144427,166502,102707,1,2,No,0,N/A,0,1709,8525,0
29,Male,Employed,Kaduna,651591,438970,38,Yes,267861,318162,136749,0,0,Yes,1805180,On-time,0,3260,4645,0
42,Male,Employed,Cross River,392522,286581,45,Yes,292837,124132,108842,0,1,No,0,N/A,0,2548,1560,0
37,Female,Employed,Plateau,361999,191350,47,Yes,268878,236770,72831,0,0,No,0,N/A,0,5402,2545,0
26,Female,Employed,Rivers,655079,437148,48,Yes,403851,248246,186708,0,0,Yes,2271502,On-time,0,2663,7680,0
44,Male,Employed,Cross River,437313,385065,30,Yes,93899,348741,94001,0,3,No,0,N/A,0,500,11528,0
20,Male,Self-employed,Abuja,50000,25633,49,No,106064,32899,8995,0,2,Yes,181553,On-time,0,3606,7101,0
31,Male,Employed,Cross River,128847,81866,28,Yes,172023,50050,44724,0,0,Yes,256668,On-time,0,1596,4282,0
36,Male,Self-employed,Akwa Ibom,154425,82206,37,No,153304,52463,39220,0,0,No,0,N/A,0,4572,6650,0
27,Male,Unemployed,Enugu,54518,47478,34,No,5319,42837,10626,0,0,Yes,304971,On-time,3,3160,1830,1
37,Female,Employed,Plateau,455265,333711,51,Yes,220760,253695,169587,1,0,Yes,2667181,On-time,0,5124,4464,0
36,Male,Self-employed,Imo,446662,350605,20,No,119743,170153,110700,3,2,Yes,2225592,On-time,0,1291,6966,1
27,Female,Employed,Lagos,367995,247161,29,Yes,253816,264496,116713,0,0,No,0,N/A,0,4667,9770,0
34,Male,Self-employed,Cross River,343097,302526,31,No,67187,273893,81979,1,0,Yes,1101097,Late,0,3675,1433,1
40,Male,Self-employed,Bauchi,392685,318800,20,No,116849,214830,130459,0,3,No,0,N/A,0,7277,2699,1
32,Female,Self-employed,Akwa Ibom,50000,30192,30,No,199153,31957,15863,0,0,Yes,211969,On-time,0,4262,9070,0
32,Female,Employed,Ogun,312101,163136,46,Yes,265300,242952,67801,0,1,Yes,981347,On-time,0,3107,500,0
18,Male,Unemployed,Kwara,33279,27237,37,No,45995,17328,7594,2,4,No,0,N/A,0,3145,6580,0
29,Female,Employed,Osun,211200,139169,26,Yes,248536,64682,45516,0,0,No,0,N/A,0,5083,7912,0
25,Female,Employed,Borno,389016,336262,47,Yes,80977,163702,79814,3,2,Yes,1787614,On-time,0,3782,4196,0
32,Male,Employed,Anambra,382237,334778,35,Yes,62420,131025,175608,2,2,Yes,1700090,On-time,1,4995,11498,1
36,Male,Self-employed,Abuja,50000,35153,40,No,62139,37023,16152,0,2,Yes,200895,On-time,0,4444,6911,0
27,Male,Employed,Akwa Ibom,324280,183791,41,Yes,281109,249065,58390,0,0,Yes,884612,On-time,0,4241,4354,0
41,Male,Employed,Rivers,345465,316454,50,Yes,17266,203064,105459,2,4,Yes,1477436,Late,1,5326,7718,1
21,Female,Employed,Oyo,163742,117294,49,Yes,71382,101983,48422,0,0,Yes,717805,On-time,1,5129,5092,0
30,Female,Self-employed,Osun,270335,180051,8,No,124762,204589,55012,0,1,Yes,287585,On-time,0,3933,5162,0
18,Female,Employed,Akwa Ibom,132561,98082,46,Yes,42317,98945,56052,0,1,No,0,N/A,0,2918,7576,0
18,Female,Employed,Lagos,306182,263636,29,Yes,61659,112445,115644,0,4,No,0,N/A,0,500,9152,0
25,Female,Unemployed,Kaduna,29546,29424,45,No,65,10910,10577,0,4,Yes,105799,Late,5,2108,7604,1
34,Female,Employed,Edo,287922,239227,59,Yes,93018,220156,86692,0,0,Yes,642225,On-time,3,3002,8660,1
30,Female,Employed,Akwa Ibom,230027,116481,44,Yes,155090,105135,40110,0,0,No,0,N/A,0,4066,8035,0
24,Male,Self-employed,Plateau,244844,172581,36,No,159470,155479,99580,0,0,No,0,N/A,0,2835,6813,0
39,Female,Employed,Ogun,250991,126016,38,Yes,312704,193847,32637,0,0,Yes,1430283,On-time,0,7658,10361,0
27,Male,Employed,Kwara,455831,321056,25,Yes,188179,280699,159731,0,1,No,0,N/A,0,615,7257,0
33,Male,Employed,Ogun,261779,192861,48,Yes,234033,184754,42242,0,0,Yes,347853,On-time,1,3581,8999,0
31,Female,Self-employed,Osun,60321,44230,22,Yes,65184,34825,14690,0,0,No,0,N/A,0,2594,5256,0
22,Male,Employed,Rivers,80000,46113,14,Yes,71745,57187,13927,0,0,Yes,265805,On-time,1,1271,5305,0
36,Female,Self-employed,Imo,487975,251844,39,No,279289,272504,74761,1,1,No,0,N/A,0,4822,7751,1
28,Male,Self-employed,Anambra,289272,176487,41,Yes,294579,194565,38752,0,0,No,0,N/A,0,2518,4570,0
25,Female,Self-employed,Cross River,50000,35674,50,Yes,137003,31613,9565,0,0,Yes,253934,Late,0,4339,5864,0
31,Male,Employed,Cross River,382981,203832,32,Yes,202968,164729,78005,1,1,No,0,N/A,0,8329,5190,0
28,Female,Unemployed,Delta,83512,89204,26,No,0,52086,26132,4,2,Yes,324981,Late,4,1900,9319,1
25,Female,Employed,Akwa Ibom,391434,200608,56,Yes,292900,235361,46394,0,0,No,0,N/A,0,5598,3069,0
38,Female,Employed,Borno,505393,373290,57,No,267012,239802,153578,0,0,Yes,2988232,On-time,0,4812,2412,0
34,Female,Unemployed,Lagos,71041,56979,47,No,39249,31865,32301,1,1,Yes,149414,On-time,2,4073,8585,0
46,Male,Employed,Ogun,223069,112371,37,Yes,152626,140564,43727,0,0,No,0,N/A,0,4462,2897,0
25,Female,Employed,Ogun,362661,253869,25,Yes,139555,232550,62110,0,0,No,0,N/A,0,5892,6995,0
26,Female,Employed,Plateau,421616,290507,5,Yes,271804,325603,129026,0,0,Yes,1408662,On-time,1,1272,5308,1
20,Male,Employed,Borno,276227,224228,45,Yes,68498,174353,118596,0,1,Yes,847426,On-time,2,5392,4141,0
18,Female,Employed,Abuja,272278,157044,27,Yes,158448,176014,61276,0,0,Yes,1210724,On-time,0,2447,500,0
28,Female,Unemployed,Anambra,84246,77704,35,No,3560,34316,28306,3,1,Yes,130232,Late,4,2370,3825,1
39,Female,Employed,Plateau,665198,420914,66,Yes,333702,247116,152463,0,0,No,0,N/A,0,6910,4585,0
31,Male,Employed,Plateau,451089,373165,29,Yes,84433,277576,176623,0,2,Yes,2396116,Late,2,3245,7555,0
33,Male,Employed,Lagos,185502,142598,63,Yes,67875,111250,72016,1,4,Yes,198582,Late,1,2148,5921,1
20,Male,Employed,Borno,539113,368183,28,Yes,355798,357108,99021,0,0,Yes,2887882,On-time,0,5277,5838,1
25,Female,Unemployed,Kaduna,53248,54154,10,No,0,34397,17905,4,1,Yes,146336,Late,1,3040,3929,1
38,Female,Employed,Rivers,488594,424374,39,Yes,85485,326181,185463,0,2,No,0,N/A,0,2727,2533,0
18,Female,Self-employed,Enugu,320450,211981,69,No,155722,116067,124704,1,0,No,0,N/A,0,4357,8675,1
45,Female,Employed,Delta,437913,226143,35,Yes,337314,339478,114975,0,0,No,0,N/A,0,5193,8578,0
38,Female,Self-employed,Bauchi,274857,162021,39,No,152632,174169,41498,0,0,Yes,1034760,On-time,0,3123,5479,1
31,Male,Employed,Plateau,490261,412375,43,Yes,90532,212570,113283,0,4,No,0,N/A,0,2508,9770,0
32,Male,Self-employed,Borno,655488,477447,9,No,343568,445391,134870,0,0,Yes,3628675,On-time,1,2210,500,0
57,Female,Unemployed,Cross River,40819,37830,26,No,2009,29441,18645,2,1,Yes,103864,Late,4,6226,9951,1
34,Female,Employed,Edo,149559,109471,36,Yes,180539,111901,35298,0,0,No,0,N/A,0,500,2056,0
19,Male,Employed,Imo,357486,353296,11,Yes,3049,154560,108675,0,2,No,0,N/A,0,2544,2499,0
